"imgthumbnail href","imgthumbnail src","brand-label","brand-label href","product-name","in-stock","stock-qty","list-attribute","list-attribute 2","list-attribute 3","list-attribute 4","list-attribute 5","rrp","has-savings-price","price","has-vat-price","label 2","buttons","checkstock-btn","out-stock-chat-checkstock"
"https://www.officemonster.co.uk/desk-lamps/alba-60w-black-architect-desk-lamp--4","https://cdn3.evostore.io/productimages/vow_premium/l/alb00861.jpg","Alba","https://www.officemonster.co.uk/searchbrand?querybrand=1048&name=Alba","Alba Black Architect Desk Lamp ARCHI N","In Stock","27","Arm length: 810mm","Base diameter: 200mm","Black architect desk lamp","Clip and base included","Compatible with E27 bulbs/FLUO or LED bulbs available separately","RRP
                                $t_item.item_images = [{""title_image"":null,""image_thumbnail"":""sol_additional_image.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/"",""image"":""sol_additional_image.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/sol_additional_image.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/sol_additional_image.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/sol_additional_image.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/sol_additional_image.jpg""}];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_26983600 = JSON.parse(JSON.stringify($t_item));","",""
"https://www.officemonster.co.uk/desk-lamps/unilux-terra-desk-lamp-led-5-watt-silver-400087000--3","https://cdn3.evostore.io/productimages/vow_premium/l/jd01373.jpg","Unilux","https://www.officemonster.co.uk/searchbrand?querybrand=2638&name=Unilux","Unilux Terra Desk Lamp LED 5 Watt Silver 400087000","In Stock","15","6W power output, 3500 degrees Kelvin, 500lm","Adjustable head and arm","Average lifetime: 20,000 hours","Base: 180mm x 120mm","Colour: Silver","RRP
                                    £83.04","5","£78.48","£94.18","Product Code: JD01373","$t_item = {};
                                $t_item.item_id = 12287533;
                                $t_item.item_sku = ""JD01373"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Unilux Terra Desk Lamp LED 5 Watt Silver 400087000"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'jd01373.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [{""title_image"":null,""image_thumbnail"":""terra_additional_image_1.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/"",""image"":""terra_additional_image_1.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/terra_additional_image_1.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/terra_additional_image_1.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/terra_additional_image_1.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/terra_additional_image_1.jpg""},{""title_image"":null,""image_thumbnail"":""terra_additional_image_2.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/"",""image"":""terra_additional_image_2.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/terra_additional_image_2.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/terra_additional_image_2.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/terra_additional_image_2.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/terra_additional_image_2.jpg""}];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_26983601 = JSON.parse(JSON.stringify($t_item));","",""
"https://www.officemonster.co.uk/desk-lamps/unilux-mambo-led-lamp-black-base-400087707--3","https://cdn3.evostore.io/productimages/vow_premium/l/jd01381.jpg","Unilux","https://www.officemonster.co.uk/searchbrand?querybrand=2638&name=Unilux","Unilux Mambo LED Lamp Black Base 400087707","In Stock","5","360 Degrees base swivel","90 Lumens","Arm: 600mm","Compensation springs allow large and smooth movements","Energy efficient reducing costs and environmental impact","RRP
                                    £123.99","23","£95.13","£114.16","Product Code: JD01381","$t_item = {};
                                $t_item.item_id = 26770701;
                                $t_item.item_sku = ""JD01381"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Unilux Mambo LED Lamp Black Base 400087707"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'jd01381.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_41936364 = JSON.parse(JSON.stringify($t_item));","",""
"https://www.officemonster.co.uk/desk-lamps/unilux-swingo-led-clamp-lamp-black-400101987--3","https://cdn3.evostore.io/productimages/vow_premium/l/jd02728.jpg","Unilux","https://www.officemonster.co.uk/searchbrand?querybrand=2638&name=Unilux","Unilux Swingo LED Clamp Lamp Black 400101987","","","8W power output, 3000 degrees Kelvin, 700lm","Average lifetime: 50,000 hours","Colour: Black","Dimmer switch with three settings","Made from ABS painted steel for durability","RRP
                                    £157.52","14","£135.13","£162.16","Product Code: JD02728","$t_item = {};
                                $t_item.item_id = 12287535;
                                $t_item.item_sku = ""JD02728"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Unilux Swingo LED Clamp Lamp Black 400101987"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'jd02728.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [{""title_image"":null,""image_thumbnail"":""swingo_additional_image_1.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/"",""image"":""swingo_additional_image_1.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/swingo_additional_image_1.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/swingo_additional_image_1.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/swingo_additional_image_1.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/swingo_additional_image_1.jpg""},{""title_image"":null,""image_thumbnail"":""swingo_additional_image_2.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/"",""image"":""swingo_additional_image_2.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/swingo_additional_image_2.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/swingo_additional_image_2.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/swingo_additional_image_2.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/swingo_additional_image_2.jpg""}];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_26994324 = JSON.parse(JSON.stringify($t_item));","Check Stock – Click Here","Out of Stock - Click For Assistance"
"https://www.officemonster.co.uk/desk-lamps/unilux-success-66-freestanding-desk-lamp-black-400101996--5","https://cdn3.evostore.io/productimages/vow_premium/l/jd02737.jpg","Unilux","https://www.officemonster.co.uk/searchbrand?querybrand=2638&name=Unilux","Unilux Success 66 Freestanding Desk Lamp Black 400101996","In Stock","5","2 years warranty","Arm Size: 66cm","Cable Length: 2m","Colour: Black","Compatible with Class A / A + / A ++ bulbs (spectrum A ++ to E)","RRP
                                    £69.00","13","£59.86","£71.83","Product Code: JD02737","$t_item = {};
                                $t_item.item_id = 43050257;
                                $t_item.item_sku = ""JD02737"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Unilux Success 66 Freestanding Desk Lamp Black 400101996"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'jd02737.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_57653365 = JSON.parse(JSON.stringify($t_item));","",""
"https://www.officemonster.co.uk/desk-lamps/unilux-ukky-led-desk-lamp-white-400140699--3","https://cdn3.evostore.io/productimages/vow_premium/l/jd03029.jpg","Unilux","https://www.officemonster.co.uk/searchbrand?querybrand=2638&name=Unilux","Unilux Ukky LED Desk Lamp White 400140699","In Stock","122","100 Lumens","3w LED lamp with flexible arm","Arm: 270mm","Base: 120mm","Compact and foldable","RRP
                                    £23.23","25","£17.46","£20.95","Product Code: JD03029","$t_item = {};
                                $t_item.item_id = 26771004;
                                $t_item.item_sku = ""JD03029"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Unilux Ukky LED Desk Lamp White 400140699"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'jd03029.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [{""title_image"":null,""image_thumbnail"":""400140699_1200.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/"",""image"":""400140699_1200.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_1200.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/400140699_1200.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_1200.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_1200.jpg""},{""title_image"":null,""image_thumbnail"":""400140699_2300.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/"",""image"":""400140699_2300.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2300.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/400140699_2300.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2300.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2300.jpg""},{""title_image"":null,""image_thumbnail"":""400140699_2301.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/"",""image"":""400140699_2301.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2301.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/400140699_2301.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2301.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2301.jpg""},{""title_image"":null,""image_thumbnail"":""400140699_2302.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/"",""image"":""400140699_2302.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2302.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/400140699_2302.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2302.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2302.jpg""},{""title_image"":null,""image_thumbnail"":""400140699_2303.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/"",""image"":""400140699_2303.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2303.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/m\/400140699_2303.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2303.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/hamelin\/l\/400140699_2303.jpg""}];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_41943569 = JSON.parse(JSON.stringify($t_item));","",""
