"imgthumbnail href","imgthumbnail src","brand-label","brand-label href","product-name","in-stock","stock-qty","list-attribute","list-attribute 2","list-attribute 3","list-attribute 4","list-attribute 5","price","has-vat-price","label 2","list-attribute 6","list-attribute 7","list-attribute 8","list-attribute 9","list-attribute 10","buttons","delivery-detailstwo","rrp","has-savings-price"
"https://www.officemonster.co.uk/floor-mats/doortex-black-and-white-dust-control-door-mat-900x1500mm-49150dcbwv--4","https://cdn3.evostore.io/productimages/vow_premium/l/fl74449.jpg","Doortex","https://www.officemonster.co.uk/searchbrand?querybrand=1419&name=Doortex","Doortex Dust Control Door Mat 900x1500mm Black/White 49150DCBWV","In Stock","50","A smart, functional black and white door mat","Anti-slip, UV resistant vinyl backing","Colour: Black and White","Constructed from polypropylene","Designed to absorb moisture and dust quickly and efficiently","£58.89","£70.67","Product Code: FL74449","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1006636;
                                $t_item.item_sku = ""FL74449"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Doortex Dust Control Door Mat 900x1500mm BlackWhite 49150DCBWV"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'fl74449.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1096345 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","RRP
                                    £119.62","51"
"https://www.officemonster.co.uk/floor-mats/floortex-blue-doortex-dust-control-door-mat-900x1500mm-49150dcblv--4","https://cdn3.evostore.io/productimages/vow_premium/l/fl74450.jpg","Doortex","https://www.officemonster.co.uk/searchbrand?querybrand=1419&name=Doortex","Doortex Dust Control Door Mat 900x1500mm Blue 49150DCBLV","In Stock","3","A smart, functional blue door mat","Anti-slip, UV resistant vinyl backing","Colour: Blue","Designed to absorb moisture and dust quickly and efficiently","Dimensions: 900x1500mm","£58.89","£70.67","Product Code: FL74450","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1006637;
                                $t_item.item_sku = ""FL74450"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Doortex Dust Control Door Mat 900x1500mm Blue 49150DCBLV"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'fl74450.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1096346 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","RRP
                                    £119.62","51"
"https://www.officemonster.co.uk/floor-mats/doortex-twistermat-outdoor-600x900mm-storm-grey-fc46090twisg--2","https://cdn3.evostore.io/productimages/vow_premium/l/fl74702.jpg","Doortex","https://www.officemonster.co.uk/searchbrand?querybrand=1419&name=Doortex","Doortex Twistermat Outdoor 600x900mm Storm Grey FC46090TWISG","In Stock","10","Aids dust control","Colour: Storm Grey","Dimensions: 600x900mm","For outdoor use","Heavy duty vinyl backing","£42.29","£50.75","Product Code: FL74702","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 4803142;
                                $t_item.item_sku = ""FL74702"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Doortex Twistermat Outdoor 600x900mm Storm Grey FC46090TWISG"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'fl74702.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_17091280 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","RRP
                                    £79.88","47"
"https://www.officemonster.co.uk/floor-mats/doortex-twister-mat-900x1500mm-storm-grey-fc490150twisg--1","https://cdn3.evostore.io/productimages/vow_premium/l/fl74706.jpg","Doortex","https://www.officemonster.co.uk/searchbrand?querybrand=1419&name=Doortex","Doortex Twistermat Outdoor Door Mat 900x1500mm Storm Grey FC490150TWISG","In Stock","13","A heavy vinyl backing secures the mat in place whilst in use","Colour: Storm Grey","Dimensions: 1500x900mm","Essential part of any dust control programme","Extremely easy to clean","£97.18","£116.62","Product Code: FL74706","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 4661522;
                                $t_item.item_sku = ""FL74706"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Doortex Twistermat Outdoor Door Mat 900x1500mm Storm Grey FC490150TWISG"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'fl74706.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [{""title_image"":null,""image_thumbnail"":""fus_565382a.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/m\/"",""image"":""fus_565382a.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/l\/fus_565382a.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/m\/fus_565382a.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/l\/fus_565382a.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/l\/fus_565382a.jpg""},{""title_image"":null,""image_thumbnail"":""fus_565382b.jpg"",""image_thumbnail_path"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/m\/"",""image"":""fus_565382b.jpg"",""image_path"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/l\/"",""image_large"":null,""image_large_path"":null,""image_link"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/l\/fus_565382b.jpg"",""thumbnail_link"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/m\/fus_565382b.jpg"",""image_large_link"":"""",""image_zoom_link"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/l\/fus_565382b.jpg"",""image_view_link"":""https:\/\/cdn3.evostore.io\/productimages\/fusion\/l\/fus_565382b.jpg""}];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_16083103 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","RRP
                                    £139.74","30"
"https://www.officemonster.co.uk/floor-mats/doortex-black-and-white-dust-control-door-mat-1200x1800mm-49180dcbwv--4","https://cdn3.evostore.io/productimages/vow_premium/l/fl74735.jpg","Doortex","https://www.officemonster.co.uk/searchbrand?querybrand=1419&name=Doortex","Doortex Dust Control Door Mat 1200x1800mm Black/White 49180DCBWV","In Stock","7","A smart, functional black and white door mat","Anti-slip, UV resistant vinyl backing","Colour: Black and White","Designed to absorb moisture and dust quickly and efficiently","Dimensions: 1200x1800mm","£75.11","£90.13","Product Code: FL74735","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1006638;
                                $t_item.item_sku = ""FL74735"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Doortex Dust Control Door Mat 1200x1800mm BlackWhite 49180DCBWV"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'fl74735.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1096347 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","RRP
                                    £144.28","48"
"https://www.officemonster.co.uk/floor-mats/doortex-grey-value-mat-800x1200mm-single-fc480120valgr--4","https://cdn3.evostore.io/productimages/vow_premium/l/fl74787.jpg","Doortex","https://www.officemonster.co.uk/searchbrand?querybrand=1419&name=Doortex","Doortex Value Mat 800x1200mm Grey FC480120VALGR","In Stock","37","Anti-slip vinyl backing","Colour: Grey","Dimensions: 800x1200mm","Efficiently soaks up dirt and moisture","Includes optical barrier to keep the mat looking smart and clean","£34.07","£40.88","Product Code: FL74787","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1006640;
                                $t_item.item_sku = ""FL74787"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Doortex Value Mat 800x1200mm Grey FC480120VALGR"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'fl74787.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1096349 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","RRP
                                    £89.32","62"
"https://www.officemonster.co.uk/floor-mats/floortex-rectangular-evolution-antislip-mat-120x90-fl78660--4","https://cdn3.evostore.io/productimages/vow_premium/l/fl78660.jpg","Evolution","https://www.officemonster.co.uk/searchbrand?querybrand=1519&name=Evolution","Floortex Ecotex Evolutionmat Enhanced Polymer Chair Mat Anti-Slip Backing 1200x900x16mm FL78660","In Stock","26","100% PVC free and 100% recyclable","50% of our manufacturing site?s energy comes from on-site and external renewable sources","Anti-Slip coating for added stability on hard floors","Colour: Clear","Dimensions: 1200x900x1.6mm","£76.30","£91.56","Product Code: FL78660","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1214260;
                                $t_item.item_sku = ""FL78660"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Floortex Ecotex Evolutionmat Enhanced Polymer Chair Mat Anti-Slip Backing 1200x900x16mm FL78660"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'fl78660.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_3200042 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","RRP
                                    £99.93","24"
"https://www.officemonster.co.uk/floor-mats/mill-mat-air-step-mat-61x91-black--4","https://cdn3.evostore.io/productimages/vow_premium/l/mm00005.jpg","Millennium","https://www.officemonster.co.uk/searchbrand?querybrand=2005&name=Millennium","Millennium Mat Air Step Anti Fatigue Mat Black 610 x 910mm 24020302","","","9.5mm vinyl construction for increased higher durability and better resilience than ordinary vinyl sponge mats","Colour: black","Ideal for customer service counters, hotels, checkouts, reception areas, work stations, restaurants, industrial areas and assembly lines","Reduces fatigue and discomfort","Size: 610 x 910mm","£25.90","£31.08","Product Code: MM00005","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1014289;
                                $t_item.item_sku = ""MM00005"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Millennium Mat Air Step Anti Fatigue Mat Black 610 x 910mm 24020302"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'mm00005.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1103736 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","RRP
                                    £74.13","65"
"https://www.officemonster.co.uk/floor-mats/vfm-charcoal-deluxe-entrance-matting-610x914mm-312081--4","https://cdn3.evostore.io/productimages/vow_premium/l/sby06721.jpg","VFM","https://www.officemonster.co.uk/searchbrand?querybrand=2670&name=VFM","VFM Charcoal Deluxe Entrance Matting 610x914mm 312081","In Stock","13","Dimensions: 610x914mm/2x3ft","Durable polypropylene construction for indoor and outdoor use","Helps keep your floors clean and safe","PVC backing: slip- and stain-resistant","Ribbed surface to remove dirt, mud, grit and moisture","£71.82","£86.18","Product Code: SBY06721","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1017650;
                                $t_item.item_sku = ""SBY06721"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""VFM Charcoal Deluxe Entrance Matting 610x914mm 312081"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'sby06721.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1106954 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","",""
"https://www.officemonster.co.uk/floor-mats/vfm-charcoal-deluxe-entrance-matting-914x1524mm-312091--4","https://cdn3.evostore.io/productimages/vow_premium/l/sby06727.jpg","VFM","https://www.officemonster.co.uk/searchbrand?querybrand=2670&name=VFM","VFM Charcoal Deluxe Entrance Matting 914x1524mm 312091","In Stock","23","Both slip and stain resistant for ultimate hygiene","Dimensions: 914x1524mm/3x5ft","Manufactured from outstanding durable polypropylene","Ribbed mat removes dirt, grit and moisture","Suitable for both indoor and outdoor installation","£134.02","£160.82","Product Code: SBY06727","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1017651;
                                $t_item.item_sku = ""SBY06727"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""VFM Charcoal Deluxe Entrance Matting 914x1524mm 312091"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'sby06727.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1106955 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","",""
"https://www.officemonster.co.uk/floor-mats/vfm-charcoal-deluxe-entrance-matting-1219x1829mm-312096--4","https://cdn3.evostore.io/productimages/vow_premium/l/sby06730.jpg","VFM","https://www.officemonster.co.uk/searchbrand?querybrand=2670&name=VFM","VFM Charcoal Deluxe Entrance Matting 1219x1829mm 312096","In Stock","8","Both slip and stain resistant for ultimate hygiene","Dimensions: 1219x1829mm/4x6ft","Manufactured from outstanding durable polypropylene","Ribbed mat removes dirt, grit and moisture","Suitable for both indoor and outdoor installation","£246.57","£295.88","Product Code: SBY06730","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1017652;
                                $t_item.item_sku = ""SBY06730"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""VFM Charcoal Deluxe Entrance Matting 1219x1829mm 312096"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'sby06730.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1106956 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","",""
"https://www.officemonster.co.uk/floor-mats/vfm-blue-economy-entrance-mat-1200x1800mm-312427--4","https://cdn3.evostore.io/productimages/vow_premium/l/sby06911.jpg","VFM","https://www.officemonster.co.uk/searchbrand?querybrand=2670&name=VFM","VFM Blue Economy Entrance Mat 1200x1800mm (Slip resistant with stain resistant backing) 312427","In Stock","10","Carpet surface made from 100% continuous filament","Colour: Blue","Protects floors from dirt, moisture and general wear and tear","Size: 1200 x 1800mm","Slip resistant mat","£231.38","£277.66","Product Code: SBY06911","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1017654;
                                $t_item.item_sku = ""SBY06911"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""VFM Blue Economy Entrance Mat 1200x1800mm Slip resistant with stain resistant backing 312427"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'sby06911.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1106958 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","",""
"https://www.officemonster.co.uk/floor-mats/vfm-black-blue-economy-washable-entrance-mat-1150x1750mm-312428--4","https://cdn3.evostore.io/productimages/vow_premium/l/sby06934.jpg","VFM","https://www.officemonster.co.uk/searchbrand?querybrand=2670&name=VFM","VFM Black /Blue Economy Washable Entrance Mat 1150x1750mm 312428","In Stock","20","Carpet surface made from 100% continuous filament","Colour: Black/Blue","Protects floors from dirt, moisture and general wear and tear","Size: 1150 x 1750mm","Slip resistant mat","£323.88","£388.66","Product Code: SBY06934","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1017655;
                                $t_item.item_sku = ""SBY06934"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""VFM Black Blue Economy Washable Entrance Mat 1150x1750mm 312428"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'sby06934.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1106959 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","",""
"https://www.officemonster.co.uk/floor-mats/black-rubber-worksafe-mat-312475--4","https://cdn3.evostore.io/productimages/vow_premium/l/sby06940.jpg","VFM","https://www.officemonster.co.uk/searchbrand?querybrand=2670&name=VFM","Black Rubber Worksafe Mat (900 x 1500mm, 16mm Thickness) 312475","In Stock","4","Dimensions: 900x1500mm","Hard wearing rubber","Moulded, bevelled edges","Perforated to allow debris to fall through","There may be additional delivery charges for Highlands, Islands and Ireland, please call us for details","£161.24","£193.49","Product Code: SBY06940","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1017657;
                                $t_item.item_sku = ""SBY06940"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Black Rubber Worksafe Mat 900 x 1500mm 16mm Thickness 312475"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'sby06940.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1106961 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","",""
"https://www.officemonster.co.uk/floor-mats/rubber-ring-mat-1000x1500mm-black-324546--4","https://cdn3.evostore.io/productimages/vow_premium/l/sby11491.jpg","VFM","https://www.officemonster.co.uk/searchbrand?querybrand=2670&name=VFM","Rubber Ring Mat 1000X1500mm Black 324546","In Stock","10","Colour: Black","Dirt can easily be sluiced away","Holes allow for drainage","Provides grip to prevent slipping","Rubber ring mat for secure grip and use","£140.62","£168.74","Product Code: SBY11491","1","Pack size","Category","Floor Mats","Other selling quantities available","$t_item = {};
                                $t_item.item_id = 1017883;
                                $t_item.item_sku = ""SBY11491"";
                                $t_item.item_catalog_id = 1008;
                                $t_item.item_supplier_id = 1001;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Rubber Ring Mat 1000X1500mm Black 324546"";
                                $t_item.item_image_thumbnail_path = 'https://cdn3.evostore.io/productimages/vow_premium/m/';
                                $t_item.item_image_thumbnail = 'sby11491.jpg';
                                $t_item.item_image_xl = '';
                                $t_item.item_image_xl_path = '';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""1"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_1107187 = JSON.parse(JSON.stringify($t_item));","Order before 4.30pm for delivery next working day","",""
